Product Name,Original Data Column 1 (Breadcrumb),Original Data Column 2 (Ausführung),Supplier Article Number,EAN/GTIN,Article Number,Product Description,Supplier,Supplier-URL,Product Image URL,Manufacturer,Original Data Column 3 (Add. Description)
CLEAN and CLEVER PROFESSIONAL Toilettenpapier PRO 101,waschraum-hygiene/toilettenpapier/-spender/kleinrollen-toilettenpapier/kleinrollen-toilettenpapier,PRO101 Topa hochweiß 3lg,2214100,4024009000959,077190/077191,"Insbesondere empfohlen für den Einsatz in Gastronomie, Hotellerie und öffentlichen Einrichtungen.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-toilettenpapier-pro-101-pro101-topa-hochweiss-3lg/CMwMWVYsdKxwNRhUnhA3yL,https://media.igefa.de/files/images_idealclean/2214100.jpg,CLEAN and CLEVER PROFESSIONAL,"umweltzertifiziert, mit hohem Weißegrad, hochwertiger Zellstoff-Mix, angenehm weich & sehr reißfest, Beutel mit praktischer Öffnungsperforation"
CLEAN and CLEVER SMART Vollwaschmittel SMA 37,reinigungschemie/textilreinigung/waschmittel/vollwaschmittel/-alleinwaschmittel,SMA37 Vollwaschmittel 20kg,2133797,4024009030918,691002,"reinigt kraftvoll normal verschmutzte Textilien, verleiht
der Wäsche einen angenehmen Frischeduft, für alle
Maschinensysteme und Wasserhärtebereiche geeignet, zur
Reinigung und Pflege aller wasch- und bleichbaren Textilien,
außer Wolle und Seide, im Temperaturbereich von 30 - 90 °C
einsetzbar, 1 Sack à 20 kg.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-vollwaschmittel-sma-37-sma37-vollwaschmittel-20kg/YBPXSm27NUGhzjaKGrhhHF,https://media.igefa.de/files/images_idealclean/2133797.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER SMART Falthandtuchpapier SMA 201,waschraum-hygiene/handtuchpapier/-spender/format-handtuchpapier/format-handtuchpapier,C-Falz 20x144Tü Recycling,2173708,4024009032608,C2C230.288000,"weiches Papier-Falthandtuch in Lagenfalz, zur angenehmen
und hygienischen Händetrocknung, saugstark und reißfest,
Breite Blatt 23 cm, Falzung C-Falz, Farbe weiß, 2-lagig,
Länge Blatt 31 cm, Material 100 % Recycling, Öko-Label
Blauer Engel, EU Ecolabel (Euro-Blume), 1 Karton à 20 x 144
Tu.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-falthandtuchpapier-sma-201-c-falz-20x144tue-recycling/fVgaPHSZ4ZNURYynPovyJZ,https://media.igefa.de/files/images_idealclean/2173708.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER PROFESSIONAL Klarspüler PRO 123,reinigungschemie/küchen-und-geschirrreinigung/maschinelles-spülen/klarspüler,PRO123 saurer Klarspüler 10l,2137652,4024009027833,1002572725000,"konzentrierter, saurer Klarspüler, garantiert fleckenfreie
und kristallklare Trocknung des Geschirrs und der Gläser,
beseitigt und verhindert Kalkablagerungen, voll wirksam
auch im Hartwasserbereich, zur Anwendung in Haushalts- und
gewerblichen Spülmaschinen geeignet, Öko-Label EU Ecolabel
(Euro-Blume), 1 Kanister à 10 Ltr.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-klarspueler-pro-123-pro123-saurer-klarspueler-10l/6jjujbDeLqy2S2utgeTUWG,https://media.igefa.de/files/images_idealclean/2137652.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Vlies-Allzwecktuch SMA 63,reinigungshilfen/reinigungstücher-mehrweg/allzweck-/-universalwischtücher/allzweck-/-universalwischtücher,Rosa,5003374,,391660-001-5,"CLEAN and CLEVER SMART Vlies-Allzwecktuch ECO 63 ist ein praktisches Thermo-Vliestuch für die tägliche Trocken- & Feuchtreinigung aller Oberflächen in Industrie, Gewerbe, Hotellerie etc.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-vlies-allzwecktuch-sma-63-rosa/Tkspjukciwr7TNYEAfpK3L,https://media.igefa.de/files/images_idealclean/5003374.jpg,CLEAN and CLEVER SMART,"lange haltbar, waschbar bis 95° C, saugstark & strapazierfähig, gutes Schmutzaufnahmevermögen, Maße 40 cm x 38 cm"
CLEAN and CLEVER PROFESSIONAL Essigreiniger PRO 3,reinigungschemie/sanitärraumreinigung/sanitärunterhaltsreiniger/essigreiniger,PRO3 Essigreiniger 1l (12),2110776,4024009019012,750001006,"mit angenehmem, naturfrischen Duft, zur umweltgerechten und
mühelosen Beseitigung von Kalkflecken, Verschmutzungen und
Seife in Küche, Bad und WCs, geeignet für Oberflächen aus
Keramik, Glas, Fliesen, Kunststoff, Edelstahl, 1 Flasche à
1 Ltr, (Krt à 12 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-essigreiniger-pro-3-pro3-essigreiniger-1l-12/gkjNQsbgvEQ3xRkGkfz9hj,https://media.igefa.de/files/images_idealclean/2110776.jpg,CLEAN and CLEVER PROFESSIONAL,
HydroVital Premium Reinigungsschaum,waschraum-hygiene/hand-und-körperhygiene/haut-und-haarreinigung/haut-und-haarreinigung,HydroVital Premium Reinigungsschaum 400 ml Bestens für stark beanspruchte Haut geeignet 400 ml,2101606,4024009022883,45855,,igefa Handelsgesellschaft,https://store.igefa.de/p/hydrovital-premium-reinigungsschaum-hydrovital-premium-reinigungsschaum-400-ml-bestens-fuer-stark-beanspruchte-haut-geeignet-400-ml/hhMDV85MSmZxZPXPt7Ssy9,https://media.igefa.de/files/images_idealclean/2101606.jpg,HydroVital Premium,"hautneutrale Schaumemulsion
· mit Sheabutter, Aloe vera, Panthenol, zur schonend-sanften, wasserfreien Reinigung & Pflege, ohne PEG, Silikone, Parabene & synthetische Farbstoffe"
CLEAN and CLEVER PROFESSIONAL Falthandtuch PRO 203,waschraum-hygiene/handtuchpapier/-spender/format-handtuchpapier/format-handtuchpapier,V-Falz 20x200Tü Zellstoff,2173710,4024009033599,P33599,"besonders weiches Papier-Falthandtuch in V-Falz, zur
sanften und hygienischen Händetrocknung, aus hochwertigem
Zellstoff, besonders weich, sehr saugfähig und reißfest, in
praktischer Folienverpackung mit komfortablem Tragegriff,
Verpackungsfolie mind. 60% Rezyklat, Breite Blatt 22,4 cm,
Farbe hochweiß, 2-lagig, Länge Blatt 23,0 cm, Material 100
% Zellstoff, Öko-Label EU Ecolabel (Euro-Blume), PEFC™, 1
Paket à 20 x 200 Tu.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-falthandtuch-pro-203-v-falz-20x200tue-zellstoff/B6LWVPipFRmWni7XzKJvxi,https://media.igefa.de/files/images_idealclean/2173710.jpg,CLEAN and CLEVER PROFESSIONAL,
HydroVital Classic Duschbad,waschraum-hygiene/hand-und-körperhygiene/haut-und-haarreinigung/haut-und-haarreinigung,HydroVital Classic Duschbad 750 ml Eine erfrischende Reinigung für jeden Tag 750 ml,2157990,4024009029783,94114,,igefa Handelsgesellschaft,https://store.igefa.de/p/hydrovital-classic-duschbad-hydrovital-classic-duschbad-750-ml-eine-erfrischende-reinigung-fuer-jeden-tag-750-ml/GjkRNJpcCNDvE5CrzG2uwn,https://media.igefa.de/files/images_idealclean/2157990.jpg,HydroVital Classic,"mild & pflegend, für ein wohltuendes Badeerlebnis, mit angenehmem Meeresfrischeduft, sorgt für ein spürbar angenehmes Hautgefühl"
"CLEAN and CLEVER PROFESSIONAL Profi-Schwammtuch, gross PRO 65",reinigungshilfen/reinigungstücher-mehrweg/spül-und-schwammtücher/spül-und-schwammtücher,Blau,2059660,4024009001383,131-040-94,"geprüft auf Schadstoffe, Produktklasse 1 (für den Kontakt
mit Babyartikeln geeignet), extrem saugstark, scheuerfest,
langlebig, angenehm weich und dennoch griffig, fusselfrei,
aus umweltfreundlichem Material, da aus natürlich
nachwachsenden Rohstoffen und Holzzellulose aus
nachhaltigem Anbau, palmöl- und plastikfrei (auch keine
Verwendung von Nano- bzw. Mikroplastik), vegan, verrottbar
auf einem haushaltsüblichen Komposter bzw. in der Biotonne,
koch- und waschmaschinenfest bis zu 95 °C, universelles
Nasswischtuch für die effiziente Reinigung, bestens
geeignet für die verschiedensten Anwendungsbereiche in
Restaurants, Bars, Küchen und Sanitärräumen, Breite 32 cm,
Farbe blau, Länge 26 cm, Material ca. 70 % Holzzellulose/
ca. 30 % Baumwolle, Öko-Label OEKO-TEX® STANDARD 100, 1
Packung à 10 Stk, (Krt à 10 Pac).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-profi-schwammtuch-gross-pro-65-blau/qRTi6Ew8mKEy9tXCZ7AKS8,https://media.igefa.de/files/images_idealclean/2059660.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Geschirrspülreiniger PRO 121,"reinigungschemie/küchen-und-geschirrreinigung/maschinelles-spülen/spülreiniger,-flüssig",PRO121 Geschirrspülreinig.12kg,2110805,4024009019272,1000936725046,"konzentrierter, stark alkalischer Geschirrspülreiniger,
entfernt schnell und kraftvoll angetrocknete, stärkehaltige
Speisereste, hartnäckige Kaffee- und Teerückstände sowie
Lippenstiftflecken, für jedes spülmaschinenfeste Geschirr
und Besteck geeignet, materialschonend - Dekore und
Glasuren sowie Materialien wie Silber, Reinaluminium,
Kunststoff und Stahl werden nicht angegriffen,
Kalkablagerungen werden nachhaltig verhindert, schaumarm
und hohe Materialverträglichkeit, für Weich- und Hartwasser
geeignet, sorgt für glanzgetrocknetes und streifenfreies
Geschirr in Verbindung mit Klarspüler PRO 123, zur
Anwendung in gewerblichen Geschirrspülmaschinen, 1 Kanister
à 12 kg.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-geschirrspuelreiniger-pro-121-pro121-geschirrspuelreinig-12kg/wPqGUswKYvzrupmHnHobMK,https://media.igefa.de/files/images_idealclean/2110805.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Allzwecktuch SMA 64,reinigungshilfen/reinigungstücher-mehrweg/allzweck-/-universalwischtücher/allzweck-/-universalwischtücher,Blau,1389874,4024009005299,383370-004-5,"CLEAN and CLEVER SMART Allzwecktuch ECO 64 ist ein praktisches Reinigungstuch für den Einsatz auf allen glatten, leicht bis normal verschmutzten Flächen, die einer fusselfreien Reinigung bedürfen. Die Packung enthält 20 Tücher.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-allzwecktuch-sma-64-blau/55xPcYGs6Pe4e4waGnJ7wX,https://media.igefa.de/files/images_idealclean/1389874.jpg,CLEAN and CLEVER SMART,"lange haltbar, waschbar bis 95° C, Maße 40 cm x 35 cm, sehr saugstark & strapazierfähig, gutes Schmutzaufnahmevermögen"
CLEAN and CLEVER PROFESSIONAL Sanitärunterhaltsreiniger PRO 80,reinigungschemie/sanitärraumreinigung/sanitärunterhaltsreiniger/sanitärunterhaltsreiniger,PRO80 Sanitärreiniger 10l,2110771,4024009019241,750001020,"saurer Sanitärunterhaltsreiniger auf Amidosulfonsäurebasis,
löst zuverlässig Kalk, Kesselstein, Zementschleier, Rost,
Urinstein, fettigen Schmutz und Seifenreste, hinterlässt
streifenfreien Glanz ohne Nachtrocknen, materialschonend,
mit langanhaltendem Frischeduft, auch mit
Einscheibenmaschine bzw. Scheuersaugautomaten anwendbar,
zur täglichen Reinigung aller wasser- und säurebeständigen
Oberflächen und Materialien, z. B. Fliesen, Waschbecken und
WCs im gesamten Nassraum- und Sanitärbereich, geeignet für
Sanitärporzellan, Chrom- und Edelstahloberflächen,
farbechten Kunststoff, säurefeste Wand- und Bodenfliesen, 1
Kanister à 10 Ltr.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-sanitaerunterhaltsreiniger-pro-80-pro80-sanitaerreiniger-10l/DrjCTU7q6PdRabbAPazTmJ,https://media.igefa.de/files/images_idealclean/2110771.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Sanitärunterhaltsreiniger PRO 80,reinigungschemie/sanitärraumreinigung/sanitärunterhaltsreiniger/sanitärunterhaltsreiniger,PRO80 Sanitärreiniger 1l (12),2110770,4024009019227,750001019,"saurer Sanitärunterhaltsreiniger auf Amidosulfonsäurebasis,
löst zuverlässig Kalk, Kesselstein, Zementschleier, Rost,
Urinstein, fettigen Schmutz und Seifenreste, hinterlässt
streifenfreien Glanz ohne Nachtrocknen, materialschonend,
mit langanhaltendem Frischeduft, auch mit
Einscheibenmaschine bzw. Scheuersaugautomaten anwendbar,
zur täglichen Reinigung aller wasser- und säurebeständigen
Oberflächen und Materialien, z. B. Fliesen, Waschbecken und
WCs im gesamten Nassraum- und Sanitärbereich, geeignet für
Sanitärporzellan, Chrom- und Edelstahloberflächen,
farbechten Kunststoff, säurefeste Wand- und Bodenfliesen, 1
Flasche à 1 Ltr, (Krt à 12 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-sanitaerunterhaltsreiniger-pro-80-pro80-sanitaerreiniger-1l-12/ztibuVdZ2EwXDGdWUAv6gT,https://media.igefa.de/files/images_idealclean/2110770.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Weichspüler SMA 40,reinigungschemie/textilreinigung/waschhilfsmittel/weichspüler,SMA40 Weichspüler 10l,2173592,4024009032745,750001014,"spült Wäsche angenehm flauschig und weich, verleiht einen
angenehmen Griff, reduziert die elektrostatische Aufladung
von Textilien wie Synthetik (insbesondere beim Einsatz in
Wäschetrocknern), verhindert das Knittern und erleichtert
das Bügeln, Wiederbenetzbarkeit der Wäsche wird deutlich
verbessert, für die Wäschepflege aller waschbaren Textilien
in Wäschereien, Gastronomie, Hotellerie und Gewerbe,
geeignet für alle Waschverfahren und Wasserhärtebereiche,
Duft fresh, 1 Kanister à 10 Ltr.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-weichspueler-sma-40-sma40-weichspueler-10l/gmQvVPm5KnTpyHTzbzgMm7,https://media.igefa.de/files/images_idealclean/2173592.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER SMART Microfasertuch SMA 62,reinigungshilfen/reinigungstücher-mehrweg/microfasertücher/microfasertücher,Grün,2133822,,MW-017G,,igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-microfasertuch-sma-62-gruen/7gG9NR4kpB8Vgas3ek4MYi,https://media.igefa.de/files/images_idealclean/2133822.jpg,CLEAN and CLEVER SMART,"lange haltbar, kochfest bis 95° C, reinigt gründlich & streifenfrei, gutes Schmutzaufnahmevermögen, Material - 85% Polyester / 15% Polyamid"
CLEAN and CLEVER SMART Hygienebeutel SMA 70,waschraum-hygiene/hygienebeutel/-spender/hygienebeutel/-spender/hygienebeutel/-spender,SMA70 Hygienebeutel aus Papier,1670202,4024009006401,12329-gefädelt,,igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-hygienebeutel-sma-70-sma70-hygienebeutel-aus-papier/63eMgRziWE56kuD6eYkWk5,https://media.igefa.de/files/images_idealclean/1670202.jpg,CLEAN and CLEVER SMART,"aus gebleichtem Natronpapier, weiß mit Aufdruck (16-sprachig), für die Verwendung in Damentoiletten, mit praktischem Band zum aufhängen (gefädelt)"
CLEAN and CLEVER SMART Allzwecktuch SMA 64,reinigungshilfen/reinigungstücher-mehrweg/allzweck-/-universalwischtücher/allzweck-/-universalwischtücher,Rot,1389873,4024009005275,383360-004-5,"CLEAN and CLEVER SMART Allzwecktuch ECO 64 ist ein praktisches Reinigungstuch für den Einsatz auf allen glatten, leicht bis normal verschmutzten Flächen, die einer fusselfreien Reinigung bedürfen. Die Packung enthält 20 Tücher.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-allzwecktuch-sma-64-rot/fWXAqSbkDE9o7WD9LQWJgR,https://media.igefa.de/files/images_idealclean/1389873.jpg,CLEAN and CLEVER SMART,"lange haltbar, waschbar bis 95° C, Maße 40 cm x 35 cm, sehr saugstark & strapazierfähig, gutes Schmutzaufnahmevermögen"
CLEAN and CLEVER PROFESSIONAL Geräteentkalker PRO 130,reinigungschemie/küchen-und-geschirrreinigung/gerätereiniger/entkalker,PRO130 Geräteentkalker 1l (12),2110812,4024009019517,1000426934805,"hochwirksamer, saurer Kalklöser auf Zitronensäurebasis,
entfernt und verhindert den Aufbau von Kalkablagerungen und
Kesselstein, hellt matte Metalloberflächen auf, parfüm-,
farbstoff- und phosphatfrei, regelmäßige Anwendung
verlängert die Lebensdauer der Geräte und spart Energie,
zur Entkalkung von Heißwassergeräten, kleinen Boilern,
Kaffee- und Teeautomaten, Kochtöpfen, säurebeständigen
Oberflächen und Armaturen, für Materialien wie Messing,
Kupfer, Zinn, Edelstahl und Aluminium, bedingt auch für
Zink, geeignet, 1 Flasche à 1 Ltr, (Krt à 12 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-geraeteentkalker-pro-130-pro130-geraeteentkalker-1l-12/DPKRfMU7usdrAFwpm2XPPG,https://media.igefa.de/files/images_idealclean/2110812.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Geschirrspülreiniger PRO 121,"reinigungschemie/küchen-und-geschirrreinigung/maschinelles-spülen/spülreiniger,-flüssig",PRO121 Geschirrspülreinig.25kg,2110806,4024009019289,1000936723039,"konzentrierter, stark alkalischer Geschirrspülreiniger,
entfernt schnell und kraftvoll angetrocknete, stärkehaltige
Speisereste, hartnäckige Kaffee- und Teerückstände sowie
Lippenstiftflecken, für jedes spülmaschinenfeste Geschirr
und Besteck geeignet, materialschonend - Dekore und
Glasuren sowie Materialien wie Silber, Reinaluminium,
Kunststoff und Stahl werden nicht angegriffen,
Kalkablagerungen werden nachhaltig verhindert, schaumarm
und hohe Materialverträglichkeit, für Weich- und Hartwasser
geeignet, sorgt für glanzgetrocknetes und streifenfreies
Geschirr in Verbindung mit Klarspüler PRO 123, zur
Anwendung in gewerblichen Geschirrspülmaschinen, 1 Kanister
à 25 kg.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-geschirrspuelreiniger-pro-121-pro121-geschirrspuelreinig-25kg/eeGDWyrtdTeGART94xb7cE,https://media.igefa.de/files/images_idealclean/2110806.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Alkoholreiniger SMA 2,reinigungschemie/oberflächenreinigung/alkohol-/-glanzreiniger/alkohol-/-glanzreiniger,SMA2 Alkoholreiniger 10l,2133775,4024009030628,750000973,"reinigungsaktiv, trocknet schnell und streifenfrei,
hinterlässt strahlenden Glanz, materialschonend, mit
angenehmem Duft, für die tägliche Unterhaltsreinigung von
wasserbeständigen Oberflächen, Materialien und Bodenbelägen,
wie Laminat, versiegelte Holzoberflächen, Kunststoff,
hochglänzende Oberflächen, Steinzeug- und keramische
Fliesen, Edelstahl, Chrom u.v.m, 1 Kanister à 10 Ltr.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-alkoholreiniger-sma-2-sma2-alkoholreiniger-10l/H6KnHW22UBxrZHKQzCLGZP,https://media.igefa.de/files/images_idealclean/2133775.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER PROFESSIONAL Spezialreiniger für Milchaufschäumer PRO 136,reinigungschemie/küchen-und-geschirrreinigung/gerätereiniger/kaffeemaschinenreiniger,für Milchaufschäumer,2108100,4024009018602,319445,"mildalkalisches Reinigungskonzentrat, entfernt zuverlässig
Milchrückstände, beugt bei regelmäßiger Anwendung der
Bildung von Milchstein und hartnäckigen Ablagerungen vor,
materialschonend, leicht ausspülbar, hinterlässt keine
Rückstände, einfach zu dosieren, zur Reinigung von
Milchaufschäumern und Milchleitungen gewerblicher Kaffee-/
Espressomaschinen, 1 Flasche à 1 Ltr, (Krt à 10 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-spezialreiniger-fuer-milchaufschaeumer-pro-136-fuer-milchaufschaeumer/qaXRdcxhmq2eSHAsBGCuR7,https://media.igefa.de/files/images_idealclean/2108100.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Allzweckreiniger SMA 1,reinigungschemie/oberflächenreinigung/allzweckreiniger/allzweckreiniger,SMA1 Allzweckreiniger 10l,2133761,4024009030598,750001012,"salmiakverstärkter Universalreiniger, beseitigt grobe und
fetthaltige Verschmutzungen, material- und hautverträglich,
mit angenehmem, lang anhaltenden Frischeduft, für die
schnelle, gründliche Reinigung aller abwaschbaren
Oberflächen und wasserfesten Böden z. B. in Küchen und
Sanitärräumen, besonders geeignet für Oberflächen aus Glas,
Kunststoff, Fliesen, lackiertem Holz und Metall, 1 Kanister
à 10 Ltr.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-allzweckreiniger-sma-1-sma1-allzweckreiniger-10l/PzGm7UAr9HMFtv82e2uQij,https://media.igefa.de/files/images_idealclean/2133761.jpg,CLEAN and CLEVER SMART,
Kolibri Comwash extra,"medical/patientenversorgung/waschhandschuhe,-waschtücher-und-waschhauben/waschhandschuhe,-waschtücher-und-waschhauben",Kolibri comwash extra 20x50Stk,2024943,4024009009976,111622,"Waschhandschuh, hautfreundlich, für die schonende
Hautreinigung geeignet, dank ovaler Öffnung leicht
überzuziehen, sehr weich, sehr saugstark, aus Airlaid
Zellstoff Material, Breite 16 cm, Farbe weiß, Länge 22 cm,
1 Karton à 20 x 50 Stk.",igefa Handelsgesellschaft,https://store.igefa.de/p/kolibri-comwash-extra-kolibri-comwash-extra-20x50stk/tFuEGfcS2BbYPDo8tHU6u7,https://media.igefa.de/files/images_idealclean/2024943.jpg,Kolibri,
CLEAN and CLEVER SMART Toilettenpapier SMA 101,waschraum-hygiene/toilettenpapier/-spender/kleinrollen-toilettenpapier/kleinrollen-toilettenpapier,Toilettenpapier Recycling,2173701,4024009032660,P32660,"Kleinrollen-Toilettenpapier, weich und sehr reißfest,
perforiert, geprägt, Verpackungsfolie Einzelpaket aus mind.
60 % Rezyklat, Abrisse 250, Breite Blatt 9,45 cm, Farbe
weiß, 3-lagig, Länge Blatt 11,0 cm, Material 100 %
Recycling, Öko-Label Blauer Engel, EU Ecolabel (Euro-Blume),
1 Paket à 8 x 8 Rll.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-toilettenpapier-sma-101-toilettenpapier-recycling/iFEqFKetvrPescnGMbNtEP,https://media.igefa.de/files/images_idealclean/2173701.jpg,CLEAN and CLEVER SMART,
CLEAN and CLEVER PROFESSIONAL Abfallsack PRO 189,entsorgung/müllbeutel/-abfallsäcke/abfallsäcke-über-70-l-bis-100-l/abfallsäcke-über-70-l-bis-100-l,LDPE 100% recycelt 25Stk (10),2201081,4024009034251,2201081,"überzeugend in Qualität und Nachhaltigkeit, 100% recycelt
(LDPE), besonders stabil, elastisch und reißfest,
perforiert, Breite 575 mm, Farbe blau, Länge 1000 mm,
Material LDPE, Öko-Label Blauer Engel, Recycling-Anteil 100
%, Volumen 70 l, 1 Rolle à 25 Stk, Krt à 10 Rll.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-abfallsack-pro-189-ldpe-100-recycelt-25stk-10/iw9UaYwGs8bsAeG4N5NYhE,https://media.igefa.de/files/images_idealclean/2201081.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER SMART Toilettenpapier SMA 100,waschraum-hygiene/toilettenpapier/-spender/kleinrollen-toilettenpapier/kleinrollen-toilettenpapier,SMA100 Topa weiß 2lg,2232081,4024009004728,P4728,"Kleinrollen-Toilettenpapier, weich und reißfest, perforiert,
geprägt, Verpackungsfolie Einzelpaket aus mind. 60 %
Rezyklat, Abrisse 250, Breite Blatt 9,5 cm, Farbe weiß, 2-
lagig, Länge Blatt 11 cm, Material 100 % Recycling, Öko-
Label EU Ecolabel (Euro-Blume), Blauer Engel, 1 Paket à 8 x
8 Rll.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-smartline-toilettenpapier-sma-100-sma100-topa-weiss-2lg/YCaV4p5r6wYSyArMCCwxQc,https://media.igefa.de/files/images_idealclean/2232081.jpg,CLEAN and CLEVER SMART,
Kolibri GREEN Untersuchungshandschuhe,persönliche-schutzausrüstung-psa/handschutz/untersuchungshandschuh-und-fingerling/untersuchungshandschuh-unsteril-vinyl-puderfrei,Gr.M,2168402,4024009010934,3000011662,"Dieser nachhaltige Untersuchungshandschuh kann in zahlreichen Anwendungen sowohl im Alten- und Pflegeheim, in der Arzt- und Dentalpraxis als auch bei der mobilen Pflege eingesetzt werden. Durch den zuverlässigen Schutz vor Viren, Pilzen und
Bakterien bietet er sich auch im infektiösen Umfeld an. Dieser Handschuh ist Beschleuniger-frei und wurde mit 10 % weniger Wasser und 15 % weniger Co2, chlorfrei produziert.",igefa Handelsgesellschaft,https://store.igefa.de/p/kolibri-green-untersuchungshandschuhe-gr-m/NBNXuGjDmdRzdyjEmXvX9U,https://media.igefa.de/files/images_idealclean/2168402.jpg,Kolibri,"öl- & fettbeständig, virenbeständig gemäß EN ISO 374-5, Desinfektionsmittel- & Zytostatika-beständig, sehr hohe Tastsensibilität & hervorragende Passform, ohne Naturlatex-Proteine (geeignet für Latexallergiker), Handschuhbox besteht zu 80 % aus recycletem Papier, beständig als Spritzschutz gegen viele verdünnte Chemikalien"
CLEAN and CLEVER PROFESSIONAL Magnet-Klapphalter PRO 305,mobile-reinigung/halter/halter/halter,40 cm 470 g,2173510,4024009033407,303408,"Kunststoff-Klapphalter mit Magnetverschluss, ideale
Passform für alle handelsüblichen Wischbezüge, extrem
robust, gewährleistet durch einfaches Handling eine
schnellere Reinigung, optimiertes Gewicht ermöglicht
ergonomisches Arbeiten, mit Doppelgelenk, mit
Schraubverbindung mit Edelstahlschraube zur Befestigung des
Stiels, passend zu CLEAN and CLEVER Alustiel und
Teleskopstiel, Arbeitsbreite 40 cm, Farbe schwarz / grau,
Gewicht 470 g, Material Polypropylen, 1 Stück, (Krt à 10
Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-magnet-klapphalter-pro-305-40-cm-470-g/Uoyyg7todZp3PmHpnpNioC,https://media.igefa.de/files/images_idealclean/2173510.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Vollwaschmittel PRO 42,reinigungschemie/textilreinigung/waschmittel/vollwaschmittel/-alleinwaschmittel,PRO42 Vollwaschmittel 12kg,2133803,4024009032790,691095,"phosphatfrei, mit praktischem Zipper-Verschluss und
ergonomischem Tragegriff (12 kg Sack), exzellentes
Einspülverhalten, besonders wirtschaftlich im Einsatz,
hervorragende Waschkraft durch spezielle Tensidkombination,
bleicht intensiv auch bei niedrigen Temperaturen, entfernt
selbst hartnäckige Flecken wie Blut, Eiweiß, Kaffee, Tee,
Rotwein etc. spezielle Aufheller sorgen für ein brillantes
Weiß, verleiht der Wäsche einen angenehmen Frischeduft, zur
Reinigung und Pflege aller wasch- und bleichbaren Textilien,
außer Wolle und Seide, im Temperaturbereich von 30 – 95° C
einsetzbar, für alle Maschinensysteme und
Wasserhärtebereiche geeignet, 1 Sack à 12 kg.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-vollwaschmittel-pro-42-pro42-vollwaschmittel-12kg/CsB387J7hiZKTEVwvQdPnf,https://media.igefa.de/files/images_idealclean/2133803.jpg,CLEAN and CLEVER PROFESSIONAL,
